Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.30068016052246,23.413607238048076,23.02965402570443,23.05224001558783,38409100
2010-01-05,23.308210372924805,23.41361023660008,23.067298860431404,23.225397937971373,49749600
2010-01-06,23.165170669555664,23.398553523933053,22.976958365973207,23.247983106688718,58182400
2010-01-07,22.924257278442383,23.11246956665309,22.72851632638975,23.05976891975962,50559700
2010-01-08,23.082351684570312,23.24797795810211,22.766155027140076,22.796269678298003,51197400
2010-01-11,22.78874397277832,23.157639881660536,22.67581688817287,23.119996562828195,68754700
2010-01-12,22.638168334960938,22.88660843802711,22.517712614440697,22.698396195221054,65912100
2010-01-13,22.848970413208008,22.976954817315466,22.5930016049931,22.781213879507256,51863500
2010-01-14,23.308210372924805,23.41361023660008,22.78121679833196,22.81885868367935,63228100
2010-01-15,23.23292350769043,23.519005531684805,23.119994994798162,23.398549791482363,79913200
2010-01-19,23.413602828979492,23.519001223362828,23.097406209884056,23.150105407075724,46575700
2010-01-20,23.0296573638916,23.29315487360957,22.81885906892805,23.1952836725406,54849500
2010-01-21,22.59300422668457,23.127526459076787,22.585475562516894,23.04471402512408,73086700
2010-01-22,21.80251121520996,22.73604544712735,21.712170119183007,22.58547503915465,102004600
2010-01-25,22.073537826538086,22.329506663758178,21.90791152313809,22.013309949306645,63373000
2010-01-26,22.209049224853516,22.472546706235846,21.900381197960026,21.983195061351953,66639900
2010-01-27,22.337026596069336,22.449953642240395,21.847675105364548,22.096115181318996,63949500
2010-01-28,21.953075408935547,22.487598913580047,21.74980584649558,22.465012927993797,117513700
2010-01-29,21.215290069580078,22.525247467220517,20.823808152323164,22.510190139030826,193888500
2010-02-01,21.388444900512695,21.44114411289713,21.019548977875818,21.37338757241833,85931100
2010-02-02,21.426090240478516,21.456204901524245,21.185178695896983,21.358335125017774,54413700
2010-02-03,21.55406951904297,21.674526698448265,21.170117734231688,21.275516150772376,61397900
2010-02-04,20.959321975708008,21.45620233598138,20.936735982624345,21.36585979959263,77850000
2010-02-05,21.094831466674805,21.29057239886453,20.756048807895347,21.079774140518904,80960100
2010-02-08,20.86897850036621,21.140004661392343,20.756051411920602,21.087305449180782,52820600
2010-02-09,21.087299346923828,21.33573944398874,20.891558446820348,21.057184699548483,59195800
2010-02-10,21.072240829467773,21.260453057064964,20.95931378009853,21.102355475137088,48591300
2010-02-11,21.170114517211914,21.380911318260516,20.8539178796935,21.027072805110713,65993700
2010-02-12,21.027076721191406,21.12494647762758,20.763579234861396,20.93673419252697,81117200
2010-02-16,21.44308090209961,21.45820864206909,21.193478963245994,21.276678647756743,51935600
2010-02-17,21.624605178833008,21.669986947109333,21.450640531556754,21.57922341055668,45882900
2010-02-18,21.912019729614258,21.957402929701203,21.56409051824134,21.624600009030548,42856500
2010-02-19,21.760757446289062,21.87421261708981,21.70024792568461,21.775885187105366,44451800
2010-02-22,21.730501174926758,21.889339562403915,21.669991656521344,21.813702303731972,36707100
2010-02-23,21.427946090698242,21.80613080916638,21.246417598952764,21.692675682157983,52266200
2010-02-24,21.654861450195312,21.775881915885023,21.46576904637968,21.57166177352561,43165900
2010-02-25,21.632169723510742,21.669987624479745,21.19347543603228,21.382567826198176,48735300
2010-02-26,21.68511390686035,21.821260649470023,21.56409490068739,21.669986170423645,40370600
2010-03-01,21.949844360351562,21.972534523210978,21.579223459490265,21.76075197566761,43805400
2010-03-02,21.526281356811523,22.16163203165525,21.35988053917559,21.995231214019316,93123900
2010-03-03,21.526281356811523,21.63973796798134,21.443081669323927,21.564100708088375,48442100
2010-03-04,21.654861450195312,21.669989188739095,21.38256936970998,21.526278557894262,42890600
2010-03-05,21.624605178833008,21.692678552577696,21.496022299833083,21.67755081559879,56001800
2010-03-08,21.654861450195312,21.881773200370397,21.556534034981826,21.57166177352561,39414500
2010-03-09,21.783443450927734,22.017919060777924,21.594351054851415,21.601914923813727,50271600
2010-03-10,21.912019729614258,22.017912420490408,21.78343688135469,21.828820081441634,44891400
2010-03-11,22.07086944580078,22.078433316389226,21.821267487025317,21.85152152671829,35349700
2010-03-12,22.138940811157227,22.222140494689857,21.964976131535476,22.176758717975634,31700200
2010-03-15,22.154064178466797,22.21457368303007,21.94228019116515,22.070863068694653,37512000
2010-03-16,22.214580535888672,22.30534409940256,22.085997618693302,22.252398446909318,36723500
2010-03-17,22.411235809326172,22.592765824955585,22.23727110723058,22.312908373299358,50385700
2010-03-18,22.396106719970703,22.479306403885964,22.312905593394763,22.411233017171227,43845200
2010-03-19,22.380979537963867,22.615453741014164,22.199450983086795,22.509562444667715,81332100
2010-03-22,22.388540267944336,22.464177515866346,22.22970190304207,22.31290302002233,37718200
2010-03-23,22.600326538085938,22.61545427868386,22.244833289999274,22.38098007005907,42026600
2010-03-24,22.426353454589844,22.577627918622706,22.38853555991173,22.479299084203284,33987700
2010-03-25,22.698654174804688,23.12222078988482,22.53981579248672,22.56250740214948,73168700
2010-03-26,22.433921813964844,22.842362083038775,22.380976173750184,22.759160966895458,55595500
2010-03-29,22.380979537963867,22.554944222721804,22.35072405748733,22.471743094072046,33336000
2010-03-30,22.517118453979492,22.585191818626328,22.312898360038993,22.411225751939856,34954800
2010-03-31,22.154064178466797,22.47930186383165,22.063299200291695,22.418792359268377,63760000
2010-04-01,22.05573272705078,22.343153921776448,21.647293980151435,22.199443324413615,74768100
2010-04-05,22.138940811157227,22.259959844168936,21.95741226163966,22.033048075276476,34331200
2010-04-06,22.176759719848633,22.37341601804211,21.919593902415674,22.04817681113215,47366800
2010-04-07,22.199443817138672,22.358280710386026,22.040605481231072,22.05573321658613,58318800
2010-04-08,22.630577087402344,22.675958856645313,22.16162732969019,22.176755066991326,63713800
2010-04-09,22.948257446289062,23.001203095923504,22.615454365165885,22.65327371680531,54752500
2010-04-12,22.93313217163086,23.06171509570991,22.84993103173827,22.880186516303176,37068800
2010-04-13,23.031457901000977,23.069275808869264,22.789418385597514,22.804546125809114,41374600
2010-04-14,23.31131362915039,23.447460404258894,23.190294594089654,23.288623461739437,68941200
2010-04-15,23.349130630493164,23.409640141936652,23.228110164945633,23.31131128417814,52745400
2010-04-16,23.19785499572754,23.432329160768145,23.144909356137124,23.288619979782876,88703100
2010-04-19,23.477710723876953,23.63654763148354,23.265926737741122,23.273490606102442,64970300
2010-04-20,23.719757080078125,23.78026660558196,23.54579093192632,23.613864328450745,52199500
2010-04-21,23.69706153869629,23.825644439409047,23.621424283689844,23.69706153869629,55343100
2010-04-22,23.742443084716797,23.84833581776462,23.371822125700984,23.477714858748808,84847600
2010-04-23,23.417205810546875,23.886155671153357,23.18273160157401,23.538226292849153,126766600
2010-04-26,23.530656814575195,23.659239693882288,23.341564429868317,23.44745570365284,63649300
2010-04-27,23.334003448486328,23.63655101291958,23.258366196712867,23.409640700259786,68730900
2010-04-28,23.379383087158203,23.447456463270857,23.160036663975557,23.38694695591077,64557900
2010-04-29,23.44745635986328,23.772695501487057,23.197854462771154,23.39451072148926,52665200
2010-04-30,23.099529266357422,23.50796811767671,23.08440152747063,23.500404248233316,63214800
