,Price,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI,Bollinger_Upper,Bollinger_Lower,10_day_MA,50_day_MA,RSI_SMA_Ratio,Volatility,Close_lag_1,Close_lag_2,Momentum
0,2010-01-04,23.30068016052246,23.413607238048076,23.02965402570443,23.05224001558783,38409100,,23.30068016052246,,,,,,,,,,
1,2010-01-05,23.308210372924805,23.41361023660008,23.067298860431404,23.225397937971373,49749600,,23.3013973236084,,,,,,,,23.30068016052246,,
2,2010-01-06,23.165170669555664,23.398553523933053,22.976958365973207,23.24798310668872,58182400,,23.288423356555757,,,,,,,,23.308210372924805,23.30068016052246,
3,2010-01-07,22.924257278442383,23.11246956665309,22.72851632638975,23.05976891975962,50559700,,23.253740872925913,,,,,,,,23.165170669555664,23.308210372924805,
4,2010-01-08,23.082351684570312,23.24797795810211,22.766155027140076,22.796269678298003,51197400,,23.23741809308252,,,,,,,,22.924257278442383,23.165170669555664,
5,2010-01-11,22.78874397277832,23.157639881660536,22.67581688817287,23.119996562828195,68754700,,23.19468722448212,,,,,,,,23.082351684570312,22.924257278442383,-0.5119361877441406
6,2010-01-12,22.638168334960938,22.88660843802711,22.517712614440697,22.698396195221054,65912100,,23.1416854254801,,,,,,,,22.78874397277832,23.082351684570312,-0.6700420379638672
7,2010-01-13,22.848970413208008,22.976954817315463,22.5930016049931,22.781213879507256,51863500,,23.11380780526371,,,,,,,,22.638168334960938,22.78874397277832,-0.31620025634765625
8,2010-01-14,23.308210372924805,23.41361023660008,22.78121679833196,22.81885868367935,63228100,,23.13232233551715,,,,,,,,22.848970413208008,22.638168334960938,0.3839530944824219
9,2010-01-15,23.23292350769043,23.519005531684805,23.11999499479816,23.398549791482363,79913200,,23.141903399533653,,,,23.059768676757812,,,,23.308210372924805,22.848970413208008,0.1505718231201172
10,2010-01-19,23.413602828979492,23.519001223362828,23.097406209884056,23.150105407075724,46575700,,23.167779535671354,,,,23.071060943603516,,,,23.23292350769043,23.308210372924805,0.6248588562011719
11,2010-01-20,23.0296573638916,23.29315487360957,22.81885906892805,23.1952836725406,54849500,,23.1546250431209,,,,23.043205642700194,,,,23.413602828979492,23.23292350769043,0.39148902893066406
12,2010-01-21,22.59300422668457,23.127526459076787,22.585475562516898,23.04471402512408,73086700,,23.10113734631744,,,,22.985988998413085,,,,23.0296573638916,23.413602828979492,-0.2559661865234375
13,2010-01-22,21.80251121520996,22.73604544712735,21.712170119183007,22.58547503915465,102004600,,22.977458667164345,28.78465072159068,,,22.873814392089844,,,,22.59300422668457,23.0296573638916,-1.5056991577148438
14,2010-01-25,22.07353782653809,22.329506663758178,21.90791152313809,22.013309949306645,63373000,,22.891370968057082,33.86140660337419,,,22.77293300628662,,,,21.80251121520996,22.59300422668457,-1.1593856811523402
15,2010-01-26,22.209049224853516,22.47254670623585,21.900381197960023,21.983195061351953,66639900,,22.826387944894837,36.01529424383719,,,22.714963531494142,,,,22.07353782653809,21.80251121520996,-1.2045536041259766
16,2010-01-27,22.337026596069336,22.449953642240395,21.847675105364548,22.096115181318996,63949500,,22.77978210214955,39.422924200213785,,,22.684849357604982,,,,22.209049224853516,22.07353782653809,-0.6926307678222656
17,2010-01-28,21.953075408935547,22.487598913580047,21.74980584649558,22.465012927993797,117513700,,22.701048131367266,38.03327788429404,,,22.595259857177734,,,,22.337026596069336,22.209049224853516,-0.6399288177490234
18,2010-01-29,21.21529006958008,22.525247467220517,20.823808152323164,22.510190139030826,193888500,,22.55954736357801,29.870107970538854,,,22.385967826843263,,,,21.953075408935547,22.337026596069336,-0.5872211456298793
19,2010-02-01,21.388444900512695,21.44114411289713,21.019548977875814,21.37338757241833,85931100,22.63064432144165,22.448013795667027,34.49996030827798,23.961866905918786,21.299421736964515,22.20151996612549,,1.5244798079209179,0.6656112922385674,21.21529006958008,21.953075408935547,-0.6850929260253942
20,2010-02-02,21.426090240478516,21.456204901524245,21.185178695896983,21.358335125017778,54413700,22.536914825439453,22.35068774279193,36.23937005964371,23.931945675477515,21.14188397540139,22.00276870727539,,1.6080004889904922,0.6975154250190311,21.388444900512695,21.21529006958008,-0.782958984375
21,2010-02-03,21.55406951904297,21.674526698448265,21.170117734231688,21.275516150772376,61397900,22.44920778274536,22.274819340530122,35.01733078921848,23.860535277480064,21.03788028801066,21.85520992279053,,1.5598470613351922,0.705663747367351,21.426090240478516,21.388444900512695,-0.7829570770263672
22,2010-02-04,20.959321975708008,21.45620233598138,20.936735982624345,21.36585979959263,77850000,22.33891534805298,22.14953387721373,23.64848035619977,23.855499709968804,20.822330986137153,21.691841697692873,,1.058622586985224,0.7582921809579127,21.55406951904297,21.426090240478516,-0.9937534332275391
23,2010-02-05,21.094831466674805,21.29057239886453,20.756048807895347,21.079774140518904,80960100,22.247444057464598,22.049086028590978,26.333141911292742,23.834424851347727,20.66046326358147,21.621073722839355,,1.1836479661787165,0.7934903969415649,20.959321975708008,21.55406951904297,-0.12045860290527699
24,2010-02-08,20.86897850036621,21.140004661392343,20.7560514119206,21.087305449180786,52820600,22.136775398254393,21.936694835426714,22.112073794986756,23.78608521846218,20.487465578046606,21.50061779022217,,0.9988841372411636,0.8246549101038932,21.094831466674805,20.959321975708008,-0.5194664001464844
25,2010-02-09,21.087299346923828,21.33573944398874,20.891558446820348,21.057184699548483,59195800,22.05170316696167,21.85580002699787,27.910722753004293,23.73459853937434,20.368807794549,21.3884428024292,,1.2656946514145326,0.8414476862063357,20.86897850036621,21.094831466674805,-0.3387908935546875
26,2010-02-10,21.072240829467773,21.260453057064964,20.95931378009853,21.102355475137088,48591300,21.97340679168701,21.78117534151881,30.87096675130944,23.68684891630588,20.259964667068143,21.26196422576904,,1.4049240085514894,0.8567210623094346,21.087299346923828,20.86897850036621,-0.4818286895751953
27,2010-02-11,21.17011451721191,21.380911318260516,20.8539178796935,21.027072805110713,65993700,21.88946399688721,21.7229790725372,40.366838667689294,23.586717974743756,20.19221001903066,21.18366813659668,,1.844121842061992,0.8486269889282736,21.072240829467773,21.087299346923828,0.2107925415039027
28,2010-02-12,21.027076721191406,21.12494647762758,20.763579234861396,20.93673419252697,81117200,21.775407314300537,21.656702658123315,33.41270527513005,23.3750046029178,20.175810025683273,21.16484680175781,,1.5344238935630363,0.7997986443086318,21.17011451721191,21.072240829467773,-0.06775474548339844
29,2010-02-16,21.44308090209961,21.45820864206909,21.19347896324599,21.276678647756743,51935600,21.685915184020995,21.6363577289782,38.85020401182532,23.13540076390851,20.23642960413348,21.170310401916502,,1.7914947873840077,0.7247427899437568,21.027076721191406,21.17011451721191,0.5741024017333984
30,2010-02-17,21.624605178833008,21.669986947109333,21.45064053155675,21.57922341055668,45882900,21.59646530151367,21.635238438488184,39.788840591596234,22.796344138249076,20.396586464778267,21.190161895751952,,1.8423774463132854,0.599939418367703,21.44308090209961,21.027076721191406,0.5373058319091797
31,2010-02-18,21.912019729614254,21.957402929701203,21.56409051824134,21.624600009030548,42856500,21.540583419799805,21.66159856145257,49.39479974830412,22.548102334222683,20.533064505376927,21.225956916809082,,2.2931040810575776,0.5037594572114388,21.624605178833008,21.44308090209961,0.8397789001464808
32,2010-02-19,21.760757446289062,21.87421261708981,21.70024792568461,21.775885187105366,44451800,21.49897108078003,21.671042264770332,59.72178973776711,22.384878707647218,20.613063453912844,21.30610046386719,,2.7778906029209036,0.4429538134335929,21.912019729614254,21.624605178833008,0.590642929077152
33,2010-02-22,21.73050117492676,21.889339562403915,21.669991656521344,21.813702303731972,36707100,21.49537057876587,21.676705018118565,56.4236232994965,22.376657178288067,20.61408397924367,21.36966743469238,,2.624919774829767,0.44064329976109967,21.760757446289062,21.912019729614254,0.7034244537353551
34,2010-02-23,21.42794609069824,21.80613080916638,21.246417598952764,21.692675682157983,52266200,21.46309099197388,21.65301369169758,50.03169796175259,22.30145946963411,20.624722514313646,21.425564193725585,,2.331057440909231,0.41918423883011674,21.73050117492676,21.760757446289062,-0.01513481140137074
35,2010-02-24,21.654861450195312,21.775881915885023,21.46576904637968,21.57166177352561,43165900,21.435381603240966,21.653189668697365,51.66524860241891,22.203641306391653,20.66712190009028,21.482320404052736,,2.410278928489301,0.3841298515753439,21.42794609069824,21.73050117492676,0.030256271362304688
36,2010-02-25,21.632169723510746,21.669987624479745,21.19347543603228,21.382567826198176,48735300,21.400138759613036,21.651187769155783,63.70765682169327,22.049750761252525,20.750526757973546,21.53831329345703,,2.976974006445426,0.32480600081974503,21.654861450195312,21.42794609069824,-0.2798500061035085
37,2010-02-26,21.68511390686035,21.821260649470023,21.56409490068739,21.669986170423645,40370600,21.386740684509277,21.65441882988955,62.4442282019527,21.998272248140463,20.775209120878092,21.589813232421875,,2.9197636574507095,0.30576578181559266,21.632169723510746,21.654861450195312,-0.07564353942871094
38,2010-03-01,21.94984436035156,21.972534523210975,21.579223459490265,21.76075197566761,43805400,21.423468399047852,21.682554594695457,72.4191216788795,22.078340582533368,20.768596215562336,21.68208999633789,,3.3803640162252213,0.3274360917427577,21.68511390686035,21.632169723510746,0.21934318542479758
39,2010-03-02,21.526281356811523,22.16163203165525,21.35988053917559,21.995231214019316,93123900,21.43036022186279,21.6676714291827,58.39086980266864,22.086580243331824,20.77414020039376,21.69041004180908,,2.7246798093062163,0.3281100107345162,21.94984436035156,21.68511390686035,0.0983352661132848
40,2010-03-03,21.526281356811523,21.63973796798134,21.443081669323927,21.564100708088375,48442100,21.435369777679444,21.654205708004493,58.72895389548203,22.092980784460668,20.77775877089822,21.680577659606932,,2.7398152914831555,0.32880550339061104,21.526281356811523,21.94984436035156,-0.12858009338378906
41,2010-03-04,21.654861450195312,21.669989188739095,21.38256936970998,21.526278557894265,42890600,21.44040937423706,21.654268159641713,59.21054062144625,22.103373553181083,20.777445195293037,21.654861831665038,,2.761632932839148,0.33148208947201163,21.526281356811523,21.526281356811523,0.02269172668456676
42,2010-03-05,21.624605178833008,21.692678552577696,21.496022299833083,21.67755081559879,56001800,21.47367353439331,21.65144311385041,61.861853220277176,22.100793947503593,20.846553121283026,21.641246604919434,,2.8808230283093454,0.313560206555142,21.654861450195312,21.526281356811523,-0.06050872802734375
43,2010-03-08,21.654861450195312,21.881773200370397,21.556534034981823,21.57166177352561,39414500,21.501675033569335,21.651768669692782,54.96449905211579,22.107211964339392,20.896138102799277,21.633682632446288,,2.5562891712530704,0.3027684653850288,21.624605178833008,21.654861450195312,-0.29498291015624645
44,2010-03-09,21.783443450927734,22.017919060777924,21.594351054851415,21.601914923813727,50271600,21.54739828109741,21.66430912504849,53.81821382951118,22.086204438918596,21.008592123276227,21.66923236846924,,2.4976664526929704,0.26940307891059206,21.654861450195312,21.624605178833008,0.25716209411621094
